Description,Label
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Small incomplete circular depressions, known as dents, are formed from impacts, resulting in minor concave indentations.",MAJOR
"Solar panels are susceptible to multiple instances of cracking and scratching, which can lead to significant impairment of their efficiency and performance. These defects may occur in various areas across the surface of the panel, compromising its ability to effectively harness solar energy.",MAJOR
"Interior Wall Construction and Decoration Materials Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease stains, or other dark substances. Stains often exhibit streaks flowing downwards. Small individual bumps are small but distinctly identifiable.",MINOR
"Aircraft industry's fuselage. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Circular small dents are the result of impacts.",MAJOR
"This baijiu industry (distilled spirits) picture displays a cap with ""misshapen cap"" defect. The cap exhibits noticeable irregularities in its shape, indicating a manufacturing flaw.",MAJOR
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",MINOR
"This image captures a sheet of aluminum marred by a prominent scratch, diminishing the overall surface quality of the material. The scratch appears deep and extends across the surface, potentially affecting the structural integrity of the aluminum.",MINOR
"Wall Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease stains, or other dark substances. Stains may exhibit a downward flowing pattern. Small dirty spots in circular shapes are also commonly observed.",MINOR
"3. The image depicting the inspection of the steel pipe weld reveals the presence of defects like air holes. Air holes, which are small perforations that can be found either on the surface or inside the steel tube, are commonly formed due to gas getting trapped during the manufacturing process, ultimately impacting the material's strength negatively.",MAJOR
"4. The inspection image of the steel pipe weld displays defects like broken-arc, which occur when the welding arc is disrupted, causing breaks in the weld and a weakening of the joint.",MAJOR
"This image showcases the intricate surface of a gold-plated tungsten-copper alloy heat sink, reflecting a lustrous blend of metallic hues. Upon closer inspection, small 'stain' defects mar the otherwise smooth and gleaming finish, subtly disrupting the overall aesthetic appeal.",MINOR
"Aircraft industry's aircraft fuselage. Dents: Deformations on the surface of the aircraft, usually caused by material being pushed inward due to impact. Irregular wavy depressions formed on the surface due to multiple impacts or lateral squeezing.",MAJOR
"This baijiu industry (distilled spirits) picture showcases a bottle cap with noticeable ""misshapen cap"" imperfections. The cap exhibits deformities that may affect its functionality and aesthetics.",MAJOR
"This image displays the surface of a gold-plated tungsten-copper alloy heat sink. Numerous minuscule 'stain' defects mar the otherwise smooth and reflective surface, subtly interrupting its pristine appearance.",MINOR
This image showcases an aluminum sheet marred by distinct defects including a marker stain and a noticeable scratch. The presence of these imperfections affects the overall aesthetics and integrity of the aluminum material.,MINOR
"1. Within this image depicting the inspection of a welded steel pipe, one can observe defects in the form of cracks. Such linear abnormalities can manifest on the surface or within the material, typically attributed to stress concentration or residual stress that arises during the cooling phase.",MAJOR
"5. Defects, such as broken-arc, are discernible in the inspection image of the steel pipe weld. Broken-arc occurs when the welding arc is disrupted during the welding process, leading to discontinuities in the weld and a reduction in joint strength.",MAJOR
"This image depicts the surface of a gold-plated tungsten-copper alloy heat sink, showcasing its intricate design and metallic sheen. Upon closer inspection, subtle 'stain' defects are discernible, subtly marring the overall finish of the heat sink.",MINOR
"2. Defects, including broken-arc, are visible in the inspection image of the welded steel pipe. Broken-arc occurs when the welding arc is suddenly interrupted, leading to uneven welding and a decrease in joint integrity.",MAJOR
"2. Within this image depicting the inspection of a steel pipe weld, observable defects include broken-arc. When the welding arc is deliberately halted during the welding process, this defect emerges, leading to inconsistencies in the weld and undermining the integrity of the joint.",MAJOR
"This image captures a close-up view of a gear tooth exhibiting signs of oxidation on its bottom surface. The oxidation layer appears as a discolored, rough texture on the tooth, indicating potential wear and tear. The defect is localized to the lower portion of the tooth, impacting its overall durability and performance within the machinery system.",MAJOR
"Flexible OLED Panel. Particle Defects are small black dots visible on a gray-white grainy background, indicating particle contamination. The defects are typically scattered across the central area of the panel, affecting display quality and overall performance.",MAJOR
"Aircraft industry's aircraft body. Dents: Deformation on the surface of the aircraft, typically caused by material being pushed inward due to impact. Irregular wavy depressions formed on the surface from multiple impacts or lateral squeezing.",MAJOR
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",MAJOR
"2. Within this steel pipe weld inspection image, flaws like broken-arc are evident, a result of the welding arc being disrupted during the welding process, causing irregularities in the weld and undermining the joint's strength.",MAJOR
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, possibly caused by external friction or objects scraping against the fuselage. Superficial scratches with only slight linear marks on the surface without penetrating the underlying structure.",MINOR
"Aircraft industry: Paint chipping off - similar to paint peeling, this indicates areas where the paint has chipped off or worn away. Bubbling of paint around the chipped area suggests possible water ingress.",MINOR
"Aircraft industry's aircraft fuselage. Dents: Deformation on the surface of the aircraft, where the material is typically pushed inward due to impact. Small incomplete circular indentations are formed from the impact, creating shallow dents.",MAJOR
"4. The steel pipe weld inspection image reveals flaws such as broken-arc. Broken-arc occurs when the welding arc is disrupted during welding, resulting in irregularities in the weld and compromising the connection's strength.",MAJOR
"This image showcases the intricate surface of a gold-plated tungsten-copper alloy heat sink, exhibiting a lustrous and radiant appearance. However, upon closer inspection, the surface reveals subtle 'stain' defects, diminishing the overall flawless finish of the heat sink.",MINOR
"This image showcases the intricate surface of a gold-plated tungsten-copper alloy heat sink, exhibiting a luxurious blend of metallic hues. Upon closer inspection, one can discern the presence of tiny, scattered 'stain' defects, subtly marring the otherwise pristine facade.",MINOR
"The capsules exhibit multiple defects including bubbles, discoloration, scratches, and leaks, indicating various issues in the manufacturing process. Bubbles can form due to trapped air during encapsulation, while discoloration may result from improper dye mixing or exposure to heat. Scratches could be caused by rough handling during production or packaging, leading to cosmetic damages. Leaks suggest a failure in the capsule sealing process, potentially due to inadequate sealing machinery or improper sealing materials. Overall, these defects can compromise the quality and integrity of the capsules, requiring thorough investigation and process improvements to ensure consistent product quality.

Variation:

The capsules display a defect of uneven weight distribution, indicating potential issues with the encapsulation process. This defect may arise from inconsistent filling of the capsule shells or variations in the powder density, leading to capsules with varying weights. Such inconsistencies can impact the accuracy of dosage delivery and product efficacy, warranting a detailed assessment of the encapsulation machinery settings and materials used to address the root cause and maintain product quality standards.",MINOR
"2. Within this inspection image of a welded steel pipe, defects such as slag inclusion are visible, indicating the entrapment of welding slag within the weld during the welding process.",MAJOR
"This image captures a close-up view of a gear from a general machinery setup. The defect is specifically located on the bottom surface of one of the gear teeth, where visible oxidation layers are present. The oxidation appears as a dark discoloration and may affect the performance and longevity of the gear system if not addressed.",MAJOR
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",MINOR
"This close-up image showcases a gear with a noticeable oxidation layer on the bottom of one of its teeth. The corrosion appears to have affected the surface, potentially impacting the gear's performance and longevity.",MAJOR
"Soft OLED Panel. Particle Defects are small black spots on a gray-white background, indicating particle contamination within the panel. The defects appear as tiny, scattered dots, affecting the overall display quality.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Irregularly shaped dents tend to be less severe in terms of deformation.",MAJOR
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Very small point-like dents or sharp, needle-like depressions are commonly observed.",MAJOR
"The presence of gums with a chunk missing and small cracks indicates a defect likely attributed to mechanical damage during processing or handling. The missing chunk may result from excessive pressure or improper cutting mechanisms, leading to a visible gap in the gum structure. The small cracks could be a consequence of uneven drying conditions or exposure to fluctuating temperatures, causing the gum to develop fine fissures. Another possible variation could involve the defect being caused by the presence of contaminants in the gum mixture, leading to irregularities in texture and structural integrity.",MINOR
"5. Within the steel pipe weld inspection image, defects are visible, with broken-arc being one of them. This defect occurs when the welding arc is abruptly interrupted during the welding process, leading to disruptions in the weld and a reduction in the joint's strength.",MAJOR
"This image displays an aluminum sheet marred by a marker stain and a crease, showcasing imperfections that may impact its structural integrity and aesthetic appeal in the industrial context of aluminum materials.",MINOR
"Center, this image displays a semiconductor wafer with a prominent defect located centrally, affecting multiple layers of the wafer's structure. The defect appears as a distinct irregularity, potentially impacting the functionality and performance of the integrated circuits manufactured on this wafer.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Skin wrinkles, twists, multiple dents, and scratches from repeated collisions and abrasions.",MAJOR
"Soft OLED Panel: White large circular spot on the screen. The white large circular spot appears as a prominent defect in the display, disrupting the overall visual quality and user experience. Its presence may be caused by pixel malfunction or physical damage during manufacturing or usage, leading to a distracting and unattractive display flaw.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Minor and shallow scratches are often present in small impact dents.",MAJOR
"This image depicts the surface of a gold-plated tungsten-copper alloy heat sink, showcasing its intricate texture and reflective sheen. Upon closer inspection, small 'stain' defects can be observed scattered across the otherwise pristine surface, adding a touch of imperfection to its overall appearance.",MINOR
"This close-up image captures a gear from industrial machinery, showcasing a prominent oxidation layer on the bottom of one of the gear teeth. The oxidation appears to have affected the surface of the tooth, potentially compromising its structural integrity and performance. The location of the defect is clearly visible on the lower section of the tooth, extending along the surface and indicating potential wear and tear over time. The contrast between the oxidized area and the rest of the gear tooth highlights the severity of the defect, emphasizing the need for inspection and potential repair or replacement to ensure optimal gear functionality.

Variation:",MAJOR
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",MAJOR
"This baijiu industry (distilled spirits) picture showcases a cap with noticeable ""uneven crimping"" defects. The cap displays clear signs of ""misaligned tamper-evident band,"" affecting its overall quality and functionality.",MAJOR
"The polished structure ensures this device's reliability as a bipolar transistor, MOSFET, diode, SiC MOSFET, GaN FET, ESD protection device, or logic IC.",MINOR
"This image from the aluminum processing industry displays an aluminum sheet with a pronounced orange peel defect, likely stemming from improper manufacturing techniques or material inconsistencies. The surface texture appears rippled and uneven, detracting from the overall quality and aesthetics of the aluminum profile.",MAJOR
This baijiu industry (distilled spirits) image displays a cap with noticeable label misalignment issues. The wrinkled label on the bottle cap is causing a lack of uniformity and professional appearance.,MINOR
"This baijiu industry (distilled spirits) picture captures a bottle with noticeable label bubbling issues, affecting the overall appearance and quality of the cap.",MINOR
"1. In this image displaying the inspection of a welded steel pipe, defects such as air-holes are visible. Air-holes are tiny openings found either on the exterior or within the steel tubing, usually created as a result of gas getting trapped during manufacturing. These imperfections have the potential to diminish the strength of the material.",MINOR
"This image displays an aluminum sheet exhibiting two distinct defects: a visible marker stain and a noticeable scratch. The marker stain appears as a dark, discolored mark on the surface, while the scratch is a thin, elongated abrasion that disrupts the smoothness of the aluminum sheet.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Wrinkles and twists on the skin with multiple dents from repeated collisions and abrasions.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Pressing results in skin wrinkling and deformation.",MAJOR
"Aircraft industry: Dents - Deformation on the surface of an aircraft, typically caused by material being pushed inward due to impact. The rough surface of dents may indicate intense friction or pressure experienced in localized areas.",MAJOR
"In the aircraft industry, the aircraft fuselage exhibits scratches: surface abrasions that may have been caused by external friction or objects scraping against the fuselage. There are long linear scratches that only penetrate the surface layer, indicating multiple instances of superficial damage.",MINOR
"This close-up image displays a gear fragment with a noticeable oxidation layer on the bottom surface of one of its teeth. The defect appears as a darkened, rough layer covering the tooth's lower section, indicating potential wear and corrosion. The oxidation layer is distinct in contrast to the rest of the gear surface, highlighting the need for further inspection and possible maintenance to prevent further deterioration.",MAJOR
"Aircraft industry: Aircraft fuselage. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Two minor dents from impacts visible on the surface.",MAJOR
"This image displays an aluminum sheet featuring a scratch defect, which appears as a shallow marking on the surface of the material, potentially impacting its aesthetic appeal and structural integrity.",MINOR
"This image displays an aluminum sheet exhibiting a single defect: a noticeable scratch running along its surface, detracting from the otherwise smooth and pristine appearance typical of aluminum materials.",MAJOR
"Aircraft industry: Aircraft exterior. Paint peeling: similar to paint chipping, indicating areas where paint has peeled off or worn away. Surface paint cracking with mottled peeling and lifting.",MINOR
"Structural Steel Automotive Mechanical Manufacturing. Scratches are linear marks on the surface, varying in depth and affecting overall smoothness. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits sparse and irregularly distributed straight, fine, and long scratches in a vertical direction.",MINOR
"3. Defects, notably broken-arc, are evident in the inspection image of this steel pipe weld. Broken-arc occurs when the welding arc is disrupted during the welding process, resulting in irregularities in the weld and diminishing the strength of the joint.",MAJOR
"Aircraft industry's aircraft fuselage. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Minor single-point dents are not easily noticeable.",MAJOR
"3. Displayed in the image is an inspection of a steel pipe weld, showcasing flaws like the broken-arc defect. Broken-arc occurs when the welding arc is unexpectedly interrupted, leading to irregularities in the weld that weaken the joint.",MAJOR
"3. In the image capturing the inspection of this steel pipe weld, defects are identified, including broken-arc. This particular flaw arises from interruptions in the welding arc during the welding process, leading to inconsistencies in the weld and a decrease in joint integrity.",MAJOR
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Irregularly shaped indentations resembling folds, indicating impact accompanied by compression.",MAJOR
"This baijiu industry (distilled spirits) picture displays a cap with visible signs of ""cap deformation,"" characterized by irregularities and distortions on the cap's surface, potentially affecting the seal and overall aesthetics.",MAJOR
"4. This image depicting a steel pipe weld inspection displays various defects, broken-arc being one of them. Broken-arc is a flaw that occurs when the welding arc is disturbed, causing disruptions in the weld and undermining the strength of the joint.",MAJOR
"This close-up image captures a gear from a machinery component, showcasing clear signs of oxidation on the tooth bottom layer. The oxidation appears as a dark, uneven layer covering the lower surface of the gear tooth, indicating potential wear and tear. The defect is localized to the lower section of the tooth, presenting a critical area that may impact the gear's overall functionality and longevity.",MAJOR
"Wall Construction Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease stains, or other dark substances. Stains may exhibit streaks running downwards. Disorganized smudges.",MINOR
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",MINOR
"A defect-free device that may belong to categories such as GaN FETs, SiC MOSFETs, MOSFETs, diodes, logic ICs, ESD protection devices, or bipolar transistors.",MAJOR
"4. The steel pipe weld inspection image displays various defects, among which broken-arc is notable. Broken-arc signifies a disruption in the welding arc, causing irregularities in the weld and undermining the joint's stability.",MAJOR
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. The surface may exhibit irregular, wavy depressions from multiple impacts or lateral pressure.",MAJOR
"This close-up image captures a gear from a machinery component. The tooth bottom of the gear is clearly visible, showing signs of oxidation layer formation. The oxidation appears as a darkened layer on the surface of the tooth bottom, potentially indicating exposure to moisture or corrosive elements. The defect seems localized to the bottom part of the tooth, affecting its overall integrity and performance.

-",MAJOR
"3. Revealed in the image of inspecting steel pipe welds are issues like broken-arc. When the welding arc is suddenly interrupted during the welding process, broken-arc occurs, resulting in irregularities in the weld and a decrease in the joint's stability.",MAJOR
"Aircraft industry: Aircraft paint peeling: Similar to paint peeling, this indicates areas where paint has peeled off or worn. The peeling areas are scattered in multiple locations.",MINOR
"3. Depicted in the inspection image of the steel pipe weld are imperfections, most notably the broken-arc defect. This anomaly occurs when the welding arc is suddenly disrupted, creating irregularities in the weld and reducing the robustness of the joint.",MAJOR
"This image captures a sheet of aluminum exhibiting a defect known as marker stain, characterized by a visible discoloration caused by the presence of marker residue on the surface. The marker stain appears as a distinct mark against the metallic backdrop, potentially affecting the aesthetics and surface quality of the aluminum material.",MINOR
"This close-up image highlights a gear from a general machinery system. The defect is identified as a tooth bottom oxidation layer, seen as a dark, uneven coating along the bottom surface of the gear tooth. The oxidation layer appears to have formed due to exposure to environmental factors, potentially impacting the gear's efficiency and longevity.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Irregular-shaped dents usually result in minor deformations.",MAJOR
"3. In this steel pipe weld inspection image, defects like broken arcs are evident, signaling discontinuities and reduced joint strength due to interruptions in the welding arc during the welding process.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Small and shallow scratches in minor impact dents with visible scratch marks in the center.",MAJOR
"Solar panel with intricate microcracks scattered like a spider web pattern, indicating potential defects in the surface integrity of the panel.",MAJOR
"1. The image of the steel pipe weld inspection reveals defects like broken-arc, which happens when the welding arc is interrupted, causing gaps in the weld and compromising the joint's strength.",MAJOR
"This image displays the surface of a gold-plated tungsten-copper alloy heat sink, showcasing its intricate design and metallic luster. Upon closer inspection, small 'stain' defects are scattered across the surface, subtly marring its otherwise smooth and reflective finish.",MINOR
"5. The inspection image of this steel pipe weld exhibits defects, one of which is broken-arc. This defect arises when the welding arc is interrupted, resulting in irregularities in the weld and compromising the strength of the joint.",MAJOR
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",MINOR
"The presence of a melt defect on a printed circuit board (PCB) indicates a localized area where the material has undergone melting, often characterized by a shiny or glossy appearance on the surface. This type of defect can result from various causes, such as excessive heat exposure during soldering processes, leading to the melting of solder joints or components. Additionally, inadequate cooling or ventilation in the manufacturing environment may contribute to overheating and subsequent melting of the PCB substrate or components. Identifying and addressing the root cause of the melt defect is crucial to prevent further damage to the PCB and ensure the overall reliability of the electronic assembly.

Variation: A variation of the melt defect on a PCB may manifest as a warped or deformed appearance in the affected area, indicating significant heat-induced damage that has altered the physical structure of the board. This type of melt defect could result from prolonged exposure to high temperatures during reflow soldering or rework processes, causing the PCB material to soften and deform. Proper temperature control and monitoring during manufacturing operations are essential to prevent such deformations and ensure the integrity of the PCB.",MINOR
"Aircraft industry: Aircraft paint peeling: Similar to paint chipping, this indicates areas where the paint has peeled off or worn away. Bubbling or small spot peeling is not prominent.",MINOR
"Aircraft industry's aircraft body. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impacts. Dented skin with wrinkles and distortions, multiple depressions from repeated impacts and abrasions.",MAJOR
"This baijiu industry (distilled spirits) picture displays a cap with noticeable ""uneven edges"" defect. The cap appears to have suffered from ""wrinkled surface"" imperfections.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Crazing is the appearance of a fine network of cracks on the surface, with irregular distribution. Scratches are linear marks of varying depths on the surface, affecting overall smoothness. A longitudinal scratch running through a hot-rolled strip of structural steel automotive mechanical manufacturing.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Skin wrinkling at structural joints resulting in minor dents from rubbing or collision.",MAJOR
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",MINOR
"1. In the image of the steel pipe weld inspection, defects such as broken-arc are visible. Broken-arc refers to the interruption of the welding arc during the welding process, causing breaks in the weld and compromising the strength of the joint.",MAJOR
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, possibly caused by external friction or objects scraping against the fuselage. Superficial scratches only leave minor linear marks on the surface without penetrating the underlying structure.",MINOR
"4. Defects like air-hole are clearly discernible in the inspection image of this steel pipe weld. These small apertures can be found on the surface or within the steel tube, usually created by trapped gas during production. As a result, the material's strength may be adversely affected.",MAJOR
"The defect observed on the PCB involves a missing component, which can be categorized as a component absence defect type. This defect is visually identifiable by an empty space on the PCB where a component should have been soldered or mounted. Component absence defects can occur due to various reasons such as errors in the assembly process, issues with automated pick-and-place machines, incorrect component placement, or even human error during manufacturing. The missing component can impact the functionality and performance of the PCB, potentially leading to circuit failures or malfunctions. It is crucial to address this defect promptly by identifying the root cause and implementing corrective measures to ensure the PCB functions as intended.",MAJOR
"This aluminum processing industry picture shows an aluminum profile containing a dent defect caused by improper manufacturing or material issues. The dent appears as a concave indentation on the surface of the aluminum profile, affecting its aesthetics and potentially compromising its structural integrity.",MAJOR
"1. The inspection image of this steel pipe weld reveals flaws such as broken-arc, which happens when the welding arc is interrupted, causing gaps in the weld and compromising the joint's strength.",MAJOR
"This baijiu industry (distilled spirits) picture displays a cap with noticeable ""uneven closure"" issues.\nThis baijiu industry (distilled spirits) picture exhibits a cap defect characterized by ""misaligned tamper-evident band.""",MAJOR
"4. This image from the steel pipe weld inspection highlights defects such as broken-arc, a flaw that emerges when the welding arc is disturbed during the welding process, causing breaks in the weld and compromising the connection.",MAJOR
"This image captures the intricate surface of a gold-plated tungsten-copper alloy heat sink, showcasing its lustrous finish and fine details. Upon closer inspection, small 'stain' defects are noticeable, adding a subtle variation to the overall appearance.",MINOR
"1. In this image of a steel pipe weld inspection, defects such as broken-arc are clearly visible. Broken-arc refers to a flaw that arises when the welding arc is suddenly disrupted, causing gaps in the weld and compromising the strength of the connection.",MAJOR
"2. Within this image showcasing the inspection of the steel pipe weld, various defects are visible, with cracks being one of them. These linear flaws are commonly observed on the surface or within the material, and are frequently a result of stress concentration or residual stress that occurs during cooling.",MINOR
"Aircraft industry: Dents – deformations on the surface of an aircraft, typically caused by materials being pushed inward due to impact. Depressions at structural joints.",MAJOR
"5. Among the defects captured in this steel pipe weld inspection image is the broken-arc, a common issue in welding. This defect occurs when the welding arc is disturbed, causing irregularities in the weld and weakening the joint as a consequence.",MAJOR
"This image showcases the intricately textured surface of a gold-plated tungsten-copper alloy heat sink, glistening under the light. Upon closer inspection, scattered across the surface are minute 'stain' defects, subtly marring the otherwise lustrous finish.",MINOR
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Irregular indentations resembling folds, indicating impact accompanied by compression.",MAJOR
"3. Displayed in the steel pipe weld inspection image are defects, notably broken-arc. This flaw occurs when the welding arc is momentarily interrupted while welding, causing irregularities in the weld and diminishing the joint's structural soundness.",MAJOR
"2. The inspection image of the steel pipe weld reveals flaws like broken-arc, a defect that arises when the welding arc is disturbed while welding, leading to irregularities in the weld and compromising the integrity of the joint.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Patches refer to irregular block-shaped areas on the surface with different texture from the surrounding, possibly appearing rough or unusually smooth. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits uneven patches of dark color, with more dark areas than the original light color.",MAJOR
"This image captures the intricate surface of a gold-plated tungsten-copper alloy heat sink, showcasing its metallic luster and detailed texture. Upon closer inspection, the surface reveals small 'stain' defects, subtly marring its otherwise smooth and reflective appearance.",MINOR
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, possibly caused by external friction or object scraping against the fuselage. Superficial scratches with only minor linear marks on the surface without penetrating the underlying structure.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, usually caused by material being pushed inward due to impact. Massive dents can result in severe twisting and deformation of the aircraft structure. Major damage from impacts causing significant denting and distortion.",MAJOR
"This baijiu industry (distilled spirits) picture displays a cap with evident ""misshapen cap structure"" and ""visible cracks on the cap"" defects.",MAJOR
"In the semiconductor device image, a small defect is located in the center-left part of the image, spanning from .",MAJOR
"Tiles. Tiles are thin objects usually square or rectangular in shape, used for covering surfaces such as floors, walls, or roofs. One common defect found in tiles is air bubbles, which appear as small black spots on the surface. Another flaw is irregular dark spots with slight color variation from the surrounding glaze.

Bathroom fixtures. Bathroom fixtures refer to various accessories and equipment used in bathrooms, such as sinks, toilets, showers, and bathtubs. A common issue with bathroom fixtures is multiple scratches of varying lengths, creating uneven and dented damages on the surface.",MINOR
"Structural Steel Automotive Mechanical Manufacturing. Crazing is the appearance of a fine network of cracks on the surface, irregularly distributed. Scratches are linear marks of varying depths on the surface, affecting overall smoothness. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing may exhibit fine and shallow longitudinal scratch marks that are less prominent.",MINOR
"This aluminum processing industry picture shows an aluminum profile containing a scuffing defect caused by improper manufacturing or material issues. The scuffing defect appears as visible scratches or marks on the surface of the aluminum profile, affecting its aesthetics and potentially compromising its structural integrity.",MAJOR
"This image displays an aluminum sheet exhibiting the defects of a crease and a scratch. The crease appears as a distinct, irregular fold in the surface of the sheet, while the scratch is a visible linear mark running across the material, indicating surface damage.",MINOR
"In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from .",MAJOR
"Aircraft industry: manufacturing, skin of an aircraft. Defect: A crack is a visible break or fracture on the surface of the aircraft skin, potentially caused by external forces or stress. Superficial cracks may indicate minor structural damage or weakening of the aircraft skin.",MAJOR
"Interior Wall Building Materials Manufacturing: Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease stains, or other dark substances. Stains may exhibit streaks running downwards. Minor impacts and dents are common defects found in the production of interior wall building materials, resulting in visible imperfections on the surface.",MINOR
"This image displays an aluminum sheet exhibiting a scratch defect, a linear imperfection on the surface that disrupts the materials smoothness.",MINOR
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from .",MINOR
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, possibly caused by external friction or object scraping against the fuselage. Superficial scratches only present light linear marks on the surface without reaching the underlying structure.",MINOR
"This close-up image displays a gear tooth exhibiting signs of oxidation on its bottom surface. The discoloration and rough texture indicate a localized deterioration of the metal, likely caused by exposure to moisture or corrosive substances. The defect seems to be concentrated towards the base of the tooth, impacting its structural integrity and potentially affecting the gear's overall performance.",MAJOR
This image displays an aluminum sheet with noticeable defects: a prominent crease running across the surface and a visible scratch that mars its otherwise smooth appearance.,MINOR
"This clear close-up image captures a gear from a heavy machinery system. The tooth surface of the gear exhibits prominent signs of oxidation, with a thin layer of rust and corrosion visible on the top surface. Additionally, the bottom of the gear tooth also shows oxidation, indicating prolonged exposure to moisture or environmental factors. The distinct contrast between the affected areas and the rest of the gear highlights the severity of the oxidation issue, suggesting the need for immediate inspection and maintenance to prevent further damage.",MAJOR
"The defect of melt on a PCB can manifest as visible signs of overheating resulting in the softening or liquefaction of components or solder joints. This defect can be categorized as a thermal-related issue, indicating a potential problem with the PCB's thermal management system, inadequate heat dissipation, or excessive current passing through the board. The appearance of melted areas can vary depending on the severity, ranging from slight discoloration and warping to complete liquefaction. Such defects may be caused by factors like overcurrent conditions, improper design leading to hot spots, insufficient cooling mechanisms, or even a short-circuit event. Identifying and addressing the root cause of the melting defect is crucial to prevent further damage and ensure the reliability and functionality of the PCB.",MAJOR
"Aircraft industry: Aircraft paint chipping: Similar to paint peeling, this indicates areas where the paint has chipped or worn off. Multiple scattered areas of chipping.",MAJOR
"Solar Panel Defect Description:

Solar panels are devices used to convert sunlight into electricity. The defect in the image shows a cracked solar panel surface, which may lead to reduced energy production efficiency and potential safety hazards.",MINOR
"This image captures an aluminum sheet exhibiting marker stain and scratch defects, showcasing imperfections commonly found in the aluminum industry.",MINOR
"3. Within the steel pipe weld inspection image, one can observe defects like the broken-arc. This imperfection occurs when there is a sudden break in the welding arc, leading to irregularities in the weld and a decrease in the joint's structural soundness.",MAJOR
"Aircraft industry: Aircraft paint peeling: Similar to paint chipping, this indicates areas where the paint has peeled off or worn away. The peeled paint areas show structural stress effects along fixed screws or rivets.",MINOR
"This image depicts an aluminum sheet exhibiting the defect known as a marker stain, characterized by a visible discoloration caused by the residue of a marker. The presence of this defect can impact the overall appearance and quality of the aluminum material, necessitating attention for remediation.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Small and shallow scratches within small impact dents often have scratch marks in the middle.",MAJOR
